uid,target_id,dec,kepid,kepler_name,kepoi_name,koi_bin_oedp_sig,koi_comment,koi_count,koi_datalink_dvr,koi_datalink_dvs,koi_depth,koi_depth_err1,koi_depth_err2,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_msky,koi_dikco_msky_err,koi_disp_prov,koi_disposition,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_fpflag_co,koi_fpflag_ec,koi_fpflag_nt,koi_fpflag_ss,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_stat_sig,koi_gmag,koi_hmag,koi_imag,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_jmag,koi_kepmag,koi_kmag,koi_ldm_coeff1,koi_ldm_coeff2,koi_ldm_coeff3,koi_ldm_coeff4,koi_limbdark_mod,koi_longp,koi_longp_err1,koi_longp_err2,koi_max_mult_ev,koi_max_sngle_ev,koi_model_chisq,koi_model_dof,koi_model_snr,koi_num_transits,koi_parm_prov,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_quarters,koi_rmag,koi_ror,koi_ror_err1,koi_ror_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_score,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_sparprov,koi_srad,koi_srad_err1,koi_srad_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_tce_delivname,koi_tce_plnt_num,koi_teq,koi_teq_err1,koi_teq_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_trans_mod,koi_vet_date,koi_vet_stat,koi_zmag,ra
kplr011305417-01,11305417,49.01152,11305417,,K05883.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.062,11.581,12.619,,,,,,,,,,,,,11.755,12.752,11.538,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,198.781156,0.005755,-0.005755,,,,,12.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455117.387,0.022,-0.022,284.3868,0.022,-0.022,,2018-08-16,Done,12.639,295.74002
kplr011340218-01,11340218,49.105289,11340218,,K05885.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.422,13.31,14.661,,,,,,,,,,,,,13.687,14.889,13.223,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,111.149082,0.002376,-0.002376,,,,,14.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455026.632,0.0142,-0.0142,193.6316,0.0142,-0.0142,,2018-08-16,Done,14.571,286.12357
kplr011341266-01,11341266,49.19426,11341266,,K05886.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.307,11.723,12.973,,,,,,,,,,,,,11.951,13.074,11.697,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,284.87177,0.01685,-0.01685,,,,,13.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455166.972,0.0487,-0.0487,333.9721,0.0487,-0.0487,,2018-08-16,Done,,286.79611
kplr011348610-01,11348610,49.105068,11348610,,K05888.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.099,13.732,15.23,,,,,,,,,,,,,14.15,15.491,13.728,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,190.860818,0.004524,-0.004524,,,,,15.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455089.519,0.0104,-0.0104,256.5195,0.0104,-0.0104,,2018-08-16,Done,15.108,290.8688
kplr011351454-01,11351454,49.173641,11351454,,K05889.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.879,13.998,15.237,,,,,,,,,,,,,14.301,15.429,13.925,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,374.41813,0.02951,-0.02951,,,,,15.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455295.098,0.035,-0.035,462.0983,0.035,-0.035,,2018-08-16,Done,15.181,292.39926
kplr011355925-01,11355925,49.175072,11355925,,K05890.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.757,12.636,13.997,,,,,,,,,,,,,13.006,14.225,12.633,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,263.30198,0.005096,-0.005096,,,,,14.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455141.868,0.0126,-0.0126,308.8678,0.0126,-0.0126,,2018-08-16,Done,13.914,294.52682
kplr011391512-01,11391512,49.207829,11391512,,K05891.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.944,13.624,15.578,,,,,,,,,,,,,14.222,15.988,13.588,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,370.31761,0.01194,-0.01194,,,,,15.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455063.3,0.0235,-0.0235,230.3001,0.0235,-0.0235,,2018-08-16,Done,15.401,285.2085
kplr011393248-01,11393248,49.211319,11393248,,K05892.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.885,13.648,15.102,,,,,,,,,,,,,14.056,15.337,13.636,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,37.959659,0.001095,-0.001095,,,,,15.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454978.234,0.017,-0.017,145.234,0.017,-0.017,,2018-08-16,Done,15.007,286.30084
kplr011393633-01,11393633,49.240501,11393633,,K05893.01,,,1,011/011393/011393633/dv/kplr011393633-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.551,13.359,14.773,,,,,,,,,,,,,13.751,15.006,13.236,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,405.6296,0.02632,-0.02632,,,,,14.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455078.737,0.0557,-0.0557,245.7373,0.0557,-0.0557,,2018-08-16,Done,14.697,286.55554
kplr011407847-01,11407847,49.240311,11407847,,K05895.01,,,1,011/011407/011407847/dv/kplr011407847-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.953,13.567,15.073,,,,,,,,,,,,,14.021,15.337,13.494,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,11.8307724,0.000294,-0.000294,,,,,15.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454973.11,0.0234,-0.0234,140.1105,0.0234,-0.0234,,2018-08-16,Done,14.985,294.30084
kplr011414368-01,11414368,49.202339,11414368,,K05896.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.458,13.205,14.641,,,,,,,,,,,,,13.562,14.886,13.122,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,434.28175,0.01843,-0.01843,,,,,14.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455196.313,0.027,-0.027,363.313,0.027,-0.027,,2018-08-16,Done,14.512,296.96423
kplr011444772-01,11444772,49.342628,11444772,,K05897.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.906,13.626,15.499,,,,,,,,,,,,,14.189,15.921,13.504,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,395.94327,0.02707,-0.02707,,,,,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455016.618,0.0564,-0.0564,183.6179,0.0564,-0.0564,,2018-08-16,Done,15.292,285.70541
kplr011444974-01,11444974,49.39431,11444974,,K05898.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.294,11.931,13.47,,,,,,,,,,,,,12.379,13.717,11.867,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,76.37924,0.001023,-0.001023,,,,,13.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455038.061,0.0113,-0.0113,205.0612,0.0113,-0.0113,,2018-08-16,Done,13.345,285.82983
kplr011446961-01,11446961,49.33197,11446961,,K05899.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.477,12.263,13.652,,,,,,,,,,,,,12.651,13.899,12.151,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,58.669218,0.001077,-0.001077,,,,,13.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455001.621,0.0114,-0.0114,168.6211,0.0114,-0.0114,,2018-08-16,Done,13.577,287.15372
kplr011453930-01,11453930,49.365318,11453930,,K05900.01,,,2,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.348,11.973,13.019,,,,,,,,,,,,,12.185,13.127,11.943,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,355.84731,0.02086,-0.02086,,,,,13.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455280.657,0.0398,-0.0398,447.657,0.0398,-0.0398,,2018-08-16,Done,13.014,291.14532
kplr011456256-01,11456256,49.368561,11456256,,K05901.01,,,1,011/011456/011456256/dv/kplr011456256-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.604,11.114,12.216,,,,,,,,,,,,,11.348,12.332,11.075,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,61.611129,0.001372,-0.001372,,,,,12.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.891,0.0186,-0.0186,133.8909,0.0186,-0.0186,,2018-08-16,Done,12.206,292.43137
kplr011457664-01,11457664,49.383331,11457664,,K05902.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.895,12.804,14.183,,,,,,,,,,,,,13.173,14.396,12.789,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,150.728285,0.002327,-0.002327,,,,,14.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455056.049,0.0114,-0.0114,223.0487,0.0114,-0.0114,,2018-08-16,Done,14.105,293.16309
kplr011465658-01,11465658,49.363312,11465658,,K05903.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.969,13.497,15.053,,,,,,,,,,,,,13.908,15.327,13.361,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,253.790434,0.006637,-0.006637,,,,,15.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455100.524,0.0214,-0.0214,267.5242,0.0214,-0.0214,,2018-08-16,Done,14.931,296.63181
kplr011493378-01,11493378,49.416962,11493378,,K05905.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.401,12.542,13.758,,,,,,,,,,,,,12.859,13.951,12.465,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,35.6606167,,,,,,,13.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454984.472,,,151.4719632,,,,2018-08-16,Done,13.708,283.46997
kplr011513366-01,11513366,49.428478,11513366,,K05907.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.693,11.333,13.295,,,,,,,,,,,,,11.924,13.715,11.207,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,587.38162,0.02222,-0.02222,,,,,13.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455021.114,0.0169,-0.0169,188.1143,0.0169,-0.0169,,2018-08-16,Done,13.094,294.72955
kplr011520114-01,11520114,49.48494,11520114,,K05909.01,,,1,011/011520/011520114/dv/kplr011520114-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.896,13.757,15.58,,,,,,,,,,,,,14.251,15.975,13.682,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,7.07987663,9.101e-05,-9.101e-05,,,,,15.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454964.605,0.0119,-0.0119,131.6046,0.0119,-0.0119,,2018-08-16,Done,15.369,297.39496
kplr011520465-01,11520465,49.404499,11520465,,K05910.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.23,12.57,13.744,,,,,,,,,,,,,12.817,13.89,12.539,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,91.240335,0.003191,-0.003191,,,,,13.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454988.724,0.0183,-0.0183,155.7237,0.0183,-0.0183,,2018-08-16,Done,13.707,297.52707
kplr011559493-01,11559493,49.52961,11559493,,K05911.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.832,14.02,15.198,,,,,,,,,,,,,14.305,15.388,13.957,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,357.41382,0.01235,-0.01235,,,,,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455144.364,0.028,-0.028,311.3642,0.028,-0.028,,2018-08-16,Done,15.14,292.07788
kplr011598638-01,11598638,49.6847,11598638,,K05912.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.03,12.425,13.599,,,,,,,,,,,,,12.78,13.728,12.443,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,359.854745,0.009453,-0.009453,,,,,13.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455138.618,0.0194,-0.0194,305.6179,0.0194,-0.0194,,2018-08-16,Done,13.572,284.55368
kplr011598894-01,11598894,49.606258,11598894,,K05913.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.91,13.819,15.195,,,,,,,,,,,,,14.273,15.409,13.772,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,89.366114,0.002,-0.002,,,,,15.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455041.893,0.0168,-0.0168,208.893,0.0168,-0.0168,,2018-08-16,Done,15.13,284.74847
kplr011599937-01,11599937,49.661942,11599937,,K05915.01,,,1,011/011599/011599937/dv/kplr011599937-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.485,13.43,14.811,,,,,,,,,,,,,13.821,15.013,13.289,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,37.6259039,0.0004219,-0.0004219,,,,,14.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455000.221,0.00715,-0.00715,167.22072,0.00715,-0.00715,,2018-08-16,Done,14.743,285.45917
kplr011600299-01,11600299,49.690311,11600299,,K05916.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.852,8.43,11.383,,,,,,,,,,,,,9.33,12.124,8.182,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,100.41475198,,,,,,,12.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.117,,,134.1167095,,,,2018-08-16,Done,10.794,285.6911
kplr011601425-01,11601425,49.690128,11601425,,K05917.01,,,1,011/011601/011601425/dv/kplr011601425-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.363,13.23,14.626,,,,,,,,,,,,,13.585,14.847,13.109,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,41.9934673,0.0004972,-0.0004972,,,,,14.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454976.893,0.00916,-0.00916,143.89297,0.00916,-0.00916,,2018-08-16,Done,14.552,286.3562
kplr011601633-01,11601633,49.614578,11601633,,K05918.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.88,12.494,13.992,,,,,,,,,,,,,12.907,14.258,12.413,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,94.67782,0.006566,-0.006566,,,,,14.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455020.473,0.0371,-0.0371,187.4731,0.0371,-0.0371,,2018-08-16,Done,13.897,286.49686
kplr011601972-01,11601972,49.683189,11601972,,K05919.01,,,1,011/011601/011601972/dv/kplr011601972-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.717,12.142,13.421,,,,,,,,,,,,,12.382,13.511,12.083,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,290.196139,0.005628,-0.005628,,,,,13.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455097.876,0.0119,-0.0119,264.8759,0.0119,-0.0119,,2018-08-16,Done,,286.73245
kplr011614808-01,11614808,49.619312,11614808,,K05921.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.568,11.651,12.879,,,,,,,,,,,,,11.867,13.086,11.553,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,175.452812,0.003908,-0.003908,,,,,13.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455037.824,0.0212,-0.0212,204.8241,0.0212,-0.0212,,2018-08-16,Done,,293.96027
kplr011615258-01,11615258,49.614971,11615258,,K05922.01,,,1,011/011615/011615258/dv/kplr011615258-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.059,13.326,14.497,,,,,,,,,,,,,13.57,14.666,13.328,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,367.07446,0.0195,-0.0195,,,,,14.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455015.838,0.0414,-0.0414,182.838,0.0414,-0.0414,,2018-08-16,Done,14.449,294.15775
kplr011615521-01,11615521,49.633869,11615521,,K05923.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.841,10.935,12.677,,,,,,,,,,,,,11.427,13.026,10.807,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,366.684634,0.006668,-0.006668,,,,,12.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455148.091,0.00932,-0.00932,315.09143,0.00932,-0.00932,,2018-08-16,Done,12.505,294.27182
kplr011616434-01,11616434,49.626991,11616434,,K05924.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.56,13.748,15.458,,,,,,,,,,,,,14.302,15.789,13.559,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,291.306507,0.005553,-0.005553,,,,,15.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455195.291,0.0121,-0.0121,362.2906,0.0121,-0.0121,,2018-08-16,Done,15.316,294.69086
kplr011651240-01,11651240,49.763641,11651240,,K05925.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.559,11.257,12.73,,,,,,,,,,,,,11.696,12.979,11.17,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,93.006,0.002215,-0.002215,,,,,12.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454977.36,0.0221,-0.0221,144.36,0.0221,-0.0221,,2018-08-16,Done,12.637,285.40842
kplr011652427-01,11652427,49.71032,11652427,,K05926.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.773,11.003,12.702,,,,,,,,,,,,,11.53,13.023,10.936,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,26.46288074,,,,,,,12.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.41,,,133.4096502,,,,2018-08-16,Done,12.557,286.17105
kplr011674709-01,11674709,49.70763,11674709,,K05928.01,,,1,011/011674/011674709/dv/kplr011674709-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.882,9.508,11.56,,,,,,,,,,,,,10.103,11.957,9.426,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,20.69920737,,,,,,,11.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454965.72,,,132.7199526,,,,2018-08-16,Done,11.337,297.74567
kplr011716643-01,11716643,49.800289,11716643,,K05929.01,,,1,011/011716/011716643/dv/kplr011716643-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.175,13.095,14.485,,,,,,,,,,,,,13.483,14.692,13.093,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,466.002988,0.003145,-0.003145,,,,,14.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455268.012,0.00466,-0.00466,435.01156,0.00466,-0.00466,,2018-08-16,Done,14.402,293.86526
kplr011722217-01,11722217,49.886559,11722217,,K05930.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,17.553,12.459,14.985,,,,,,,,,,,,,13.096,15.755,12.352,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,302.77571,0.008656,-0.008656,,,,,16.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455156.574,0.0207,-0.0207,323.5739,0.0207,-0.0207,,2018-08-16,Done,14.416,296.2525
kplr011773174-01,11773174,49.958092,11773174,,K05931.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.066,10.588,11.677,,,,,,,,,,,,,10.847,11.794,10.594,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,115.19952922,,,,,,,11.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455051.111,,,218.1108918,,,,2018-08-16,Done,11.678,296.55469
kplr011803074-01,11803074,50.066132,11803074,,K05932.01,,,1,011/011803/011803074/dv/kplr011803074-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.41,14.206,15.663,,,,,,,,,,,,,14.597,15.887,14.068,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,355.86134,0.01729,-0.01729,,,,,15.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455191.007,0.0318,-0.0318,358.0075,0.0318,-0.0318,,2018-08-16,Done,15.555,285.33783
